order_id,order_date,year,month_num,month_name,customer_segment,customer_name,customer_commune,sales_channel,sales_rep,product_line,sku,cut_type,vendor_name,kilos_sold,planned_kilos,unit_price_clp_per_kg,gross_sales_clp,discount_pct,discount_value_clp,return_pct,returns_value_clp,net_sales_clp,raw_material_cost_clp,process_cost_clp,packaging_cost_clp,waste_pct,waste_cost_clp,logistics_cost_clp,admin_cost_clp,total_cost_clp,gross_margin_clp,operating_margin_clp,delivery_on_time_flag,fill_rate_pct,promo_flag,payment_term_days,route_day,temperature_incident_flag,stockout_flag,claim_flag
OC-10289,2025-04-22,2025,4,Abril,Pyme,Distribuciones Nueva Aurora,Puente Alto,Ruta Comercial,Nicolas Perez,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,207.8,213.5,7275.82,1511916,0.0,0,0.024,36275,1475641,1003133,67248,50575,0.0276,27647,26279,16218,1191101,327037,284539,1,0.9733,0,7,lunes,0,0,0
OC-10290,2025-04-16,2025,4,Abril,Pyme,Carniceria Don Mateo,Pudahuel,WhatsApp Comercial,Felipe Morales,Marinados,Costillar a la Chilena 1kg,Costillar,Proteina Austral,47.3,51.6,6678.09,315874,0.0,0,0.0154,4862,311011,212734,14694,10788,0.0245,5212,21890,9804,275121,67584,35891,1,0.917,0,15,miercoles,0,0,0
OC-10291,2025-04-06,2025,4,Abril,Retail,Distribuidora Alameda,Lo Prado,Convenio,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Carnes del Valle,765.3,784.6,4538.4,3473240,0.0,0,0.0151,52618,3420622,2662521,178126,63181,0.0233,62122,252396,26703,3245050,454671,175572,1,0.9754,0,60,martes,0,0,0
OC-10292,2025-04-15,2025,4,Abril,Pyme,Comercial Santa Rosa,La Cisterna,WhatsApp Comercial,Javiera Soto,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,178.7,187.9,6854.96,1224981,0.0,0,0.024,29347,1195634,892574,55857,42811,0.0206,18420,57942,4819,1072423,185971,123211,1,0.9512,0,30,miercoles,0,0,0
OC-10293,2025-04-09,2025,4,Abril,Pyme,Abastos Franklin,Penalolen,Venta Directa,Camila Rojas,Congelados,Baby Back Ribs 1kg,Costillar,Proteina Austral,122.0,130.1,7245.98,884010,0.0,0,0.0053,4666,879344,592476,49541,28458,0.0223,13229,52607,4911,741222,195639,138122,1,0.9374,0,15,miercoles,0,0,0
OC-10294,2025-04-13,2025,4,Abril,Pyme,Comercial Santa Rosa,santiago,Ruta Comercial,Daniela Araya,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Frigorifico Sur,243.0,259.3,6071.49,1475372,0.0,0,0.0144,21311,1454061,1043275,81038,50012,0.0307,32069,63420,8122,1277935,247668,176126,1,0.9372,0,30,viernes,0,0,0
OC-10295,2025-04-15,2025,4,Abril,Retail,Distribuidora Alameda,La Florida,Sala,Daniela Araya,Congelados,Baby Back Ribs 1kg,Costillar,Proteina Austral,743.9,812.6,6872.85,5112710,0.0,0,0.0126,64377,5048333,3479826,236524,178478,0.0207,71946,102550,31659,4100983,1081559,947350,1,0.9154,0,7,viernes,0,0,0
OC-10296,2025-04-08,2025,4,Abril,Retail,Distribuidora Alameda,Huechuraba,Sala,Daniela Araya,Marinados,Plateada a la Chilena 1kg,Plateada,Carnes del Valle,321.8,325.4,6189.72,1991850,0.0,0,0.016,31841,1960010,1417448,121052,71529,0.0096,13615,196686,28210,1848539,336367,111471,1,0.989,0,7,jueves,0,0,0
OC-10297,2025-04-13,2025,4,Abril,Retail,Cadena Vecina,Santiago,Sala,Daniela Araya,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,241.5,266.1,5972.0,1442151,0.0,0,0.0023,3352,1438799,1077772,63785,53540,0.0115,12394,79852,42320,1329663,231307,109136,1,0.9077,0,7,lunes,0,0,0
OC-10298,2025-04-26,2025,4,Abril,Retail,Mercado Capital,La Florida,Convenio,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Carnes del Valle,506.9,507.8,5704.4,2891562,0.0,0,0.0706,204007,2687555,2141670,137922,92393,0.0138,29504,224193,24426,2650109,286065,37446,1,0.9982,0,45,viernes,0,0,0
OC-10299,2025-04-16,2025,4,Abril,Retail,Minimarket CentroSur,Quilicura,Convenio,Nicolas Perez,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,721.1,772.2,4598.03,3315640,0.02,66313,0.0064,20856,3228471,2491406,162315,59280,0.0207,51496,119965,41470,2925932,463974,302539,1,0.9338,1,7,jueves,0,0,0
OC-10300,2025-04-15,2025,4,Abril,Retail,Cadena Vecina,Puente Alto,Mayorista Retail,Felipe Morales,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Proteina Austral,470.3,485.1,6051.52,2846028,0.0,0,0.0119,33886,2812142,2097927,216678,98245,0.0201,42244,194654,34933,2684680,357048,127462,1,0.9694,0,45,lunes,0,0,0
OC-10301,2025-04-27,2025,4,Abril,Pyme,Fiambreria La 10,Puente Alto,WhatsApp Comercial,Nicolas Perez,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Carnes del Valle,184.3,203.3,5827.97,1074094,0.0,0,0.0205,22034,1052060,734470,95701,31847,0.0314,23097,38115,13600,936831,166944,115229,1,0.9066,0,0,jueves,0,0,0
OC-10302,2025-04-30,2025,4,Abril,Retail,Minimarket CentroSur,Recoleta,Convenio,Felipe Morales,Marinados,Costillar a la Chilena 1kg,Costillar,Carnes del Valle,528.7,588.9,6489.15,3430815,0.0,0,0.0091,31369,3399446,2210441,195060,117590,0.0439,97054,108768,29100,2758013,779301,641433,1,0.8978,0,45,martes,0,0,1
OC-10303,2025-04-03,2025,4,Abril,Pyme,Comercial Santa Rosa,Cerrillos,Venta Directa,Nicolas Perez,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Proteina Austral,222.7,242.3,5913.4,1316915,0.0,0,0.0127,16756,1300159,889142,108017,40025,0.0161,14326,60441,4502,1116452,248650,183707,1,0.9193,0,30,lunes,0,0,0
OC-10304,2025-04-08,2025,4,Abril,Pyme,Emporio La Reina,Las Condes,Venta Directa,Daniela Araya,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,155.5,169.8,5132.34,798078,0.0,0,0.0161,12853,785226,560169,42397,12878,0.0039,2190,45912,10809,674355,167591,110871,1,0.916,0,0,miercoles,0,0,0
OC-10305,2025-04-10,2025,4,Abril,Retail,Supermercado Andino,La florida,Sala,Felipe Morales,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Proteina Austral,809.4,862.6,5831.93,4720361,0.0,0,0.0196,92555,4627806,3245038,418989,145484,0.0221,71621,148246,36547,4065924,746675,561882,1,0.9384,0,7,miercoles,0,0,0
OC-10306,2025-04-12,2025,4,Abril,Retail,Minimarket CentroSur,Penalolen,Mayorista Retail,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,AgroCarnes Chile,474.6,526.7,4569.31,2168593,0.0,0,0.0116,25186,2143406,1701391,101995,38508,0.0105,17928,109317,17635,1986774,283585,156632,1,0.9011,0,45,lunes,0,0,0
OC-10307,2025-04-01,2025,4,Abril,Pyme,Distribuciones Nueva Aurora,San Bernardo,Ruta Comercial,Javiera Soto,Marinados,Plateada a la Chilena 1kg,Plateada,AgroCarnes Chile,265.5,278.2,6551.28,1739365,0.03,52181,0.015,25225,1661959,1177628,107433,63310,0.0374,44048,25103,11405,1428927,269540,233032,1,0.9542,1,15,miercoles,0,0,0
OC-10308,2025-04-30,2025,4,Abril,Retail,Minimarket CentroSur,San Bernardo,Convenio,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Carnes del Valle,541.4,603.3,5526.97,2992303,0.0,0,0.005,14877,2977426,2172392,221599,94789,0.0158,34251,213260,32489,2768781,454395,208646,1,0.8974,0,15,lunes,0,0,0
OC-10309,2025-04-18,2025,4,Abril,Pyme,Fiambreria La 10,Cerrillos,WhatsApp Comercial,Nicolas Perez,Marinados,Plateada a la Chilena 1kg,Plateada,Carnes del Valle,92.5,97.1,6982.01,645836,0.0,0,0.0108,6948,638888,391519,42195,21031,0.0084,3278,35366,8505,501894,180864,136994,1,0.9527,0,7,lunes,0,0,0
OC-10310,2025-04-23,2025,4,Abril,Retail,Retail Cordillera,La florida,Mayorista Retail,Javiera Soto,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,AgroCarnes Chile,317.1,317.3,5264.98,1669524,0.07,116867,0.0088,13628,1539029,1305613,87322,56209,0.0221,28869,102535,27654,1608202,61016,-69173,1,0.9994,1,15,martes,0,0,0
OC-10311,2025-04-01,2025,4,Abril,Retail,Cadena Vecina,La Florida,Convenio,Camila Rojas,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,AgroCarnes Chile,952.8,1047.9,4872.56,4642578,0.03,139277,0.0097,43805,4459496,3269338,201741,77259,0.0179,58565,133542,40239,3780685,852593,678812,1,0.9092,1,45,martes,0,1,0
OC-10312,2025-04-17,2025,4,Abril,Pyme,Alimentos San Damian,Estacion Central,Ruta Comercial,Nicolas Perez,Granel HORECA/Pyme,Costillar Granel,Costillar,Frigorifico Sur,139.0,150.7,5071.82,704983,0.0,0,0.0369,25991,678992,522654,38274,11540,0.019,9907,33120,6549,622044,96617,56948,1,0.9226,0,7,miercoles,0,0,0
OC-10313,2025-04-30,2025,4,Abril,Pyme,Fiambreria La 10,La Cisterna,Ruta Comercial,Felipe Morales,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Carnes del Valle,120.5,125.3,5183.93,624663,0.0,0,0.0166,10377,614287,456880,34975,19970,0.0202,9208,26745,12769,560547,93254,53740,1,0.9618,0,7,viernes,0,0,0
OC-10314,2025-04-13,2025,4,Abril,Pyme,Comercial Santa Rosa,Huechuraba,WhatsApp Comercial,Felipe Morales,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Proteina Austral,267.9,298.2,6387.3,1711159,0.0,0,0.0212,36352,1674807,1163485,77684,58974,0.0038,4420,44487,11154,1360205,370243,314602,1,0.8983,0,0,jueves,0,0,0
OC-10315,2025-04-08,2025,4,Abril,Retail,Mercado Capital,Penalolen,Sala,Felipe Morales,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Frigorifico Sur,479.0,530.8,5600.11,2682453,0.0,0,0.0008,2226,2680228,1819595,143559,92438,0.0235,42751,199357,32809,2330507,581886,349721,1,0.9024,0,15,miercoles,0,0,0
OC-10316,2025-04-18,2025,4,Abril,Pyme,Carniceria Don Mateo,Huechuraba,Venta Directa,Javiera Soto,Granel HORECA/Pyme,Costillar Granel,Costillar,AgroCarnes Chile,214.8,238.3,5072.62,1089599,0.02,21792,0.0131,13960,1053847,766008,47564,18539,0.0085,6479,14855,14187,867632,215258,186215,1,0.9015,1,30,viernes,0,0,0
OC-10317,2025-04-12,2025,4,Abril,Retail,Retail Cordillera,Penalolen,Sala,Nicolas Perez,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,AgroCarnes Chile,461.4,480.1,5146.19,2374453,0.0,0,0.0189,44991,2329463,1777874,225967,82659,0.0299,53226,144112,40885,2324722,189737,4741,1,0.961,0,15,viernes,0,0,0
OC-10318,2025-04-07,2025,4,Abril,Pyme,Abastos Franklin,Huechuraba,WhatsApp Comercial,Nicolas Perez,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,AgroCarnes Chile,137.3,144.1,5284.49,725561,0.0,0,0.0248,18006,707554,511550,55809,22377,0.0131,6677,36321,6338,639072,111141,68482,1,0.953,0,0,lunes,0,0,1
OC-10319,2025-04-12,2025,4,Abril,Retail,Mercado Capital,Recoleta,Sala,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Carnes del Valle,456.6,472.0,5602.73,2558204,0.0,0,0.0242,61845,2496359,1757061,226775,83555,0.0309,54211,133097,22491,2277191,374756,219169,1,0.9674,0,15,jueves,0,0,0
OC-10320,2025-04-03,2025,4,Abril,Retail,Supermercado Andino,La Cisterna,Mayorista Retail,Nicolas Perez,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,204.5,226.4,6780.37,1386586,0.0,0,0.0,0,1386586,1009032,103616,45653,0.005,5083,118030,22234,1303648,223203,82938,1,0.9034,0,7,jueves,0,0,0
OC-10321,2025-04-18,2025,4,Abril,Pyme,Abastos Franklin,Pudahuel,Ruta Comercial,Javiera Soto,Congelados,Baby Back Ribs 1kg,Costillar,Proteina Austral,270.7,275.0,6859.16,1856774,0.0,0,0.025,46349,1810424,1284114,96198,63711,0.0056,7161,43209,7575,1501967,359241,308457,1,0.9844,0,0,miercoles,0,0,1
OC-10322,2025-04-28,2025,4,Abril,Pyme,Distribuciones Nueva Aurora,Santiago,Venta Directa,Camila Rojas,Congelados,Baby Back Ribs 1kg,Costillar,Carnes del Valle,52.5,56.8,7660.18,402160,0.0,0,0.0165,6617,395543,265186,26298,11872,0.0129,3429,56579,11099,374463,88758,21079,1,0.924,0,7,jueves,0,0,0
OC-10323,2025-04-07,2025,4,Abril,Retail,Mercado Capital,Quilicura,Mayorista Retail,Felipe Morales,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Frigorifico Sur,472.1,475.8,5441.02,2568705,0.0,0,0.0192,49319,2519386,1954777,187869,88961,0.0201,39367,178568,31415,2480958,248411,38428,1,0.9923,0,7,jueves,1,0,0
OC-10324,2025-04-12,2025,4,Abril,Retail,Distribuidora Alameda,Estacion Central,Convenio,Camila Rojas,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,AgroCarnes Chile,688.8,750.8,4970.77,3423865,0.0,0,0.0137,46914,3376952,2551940,224631,54863,0.0133,33972,128065,31940,3025411,511546,351541,1,0.9174,0,15,jueves,0,0,0
OC-10325,2025-04-06,2025,4,Abril,Retail,Distribuidora Alameda,Lo Prado,Mayorista Retail,Felipe Morales,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,880.6,980.3,5921.06,5214085,0.0,0,0.0276,143776,5070309,3967818,244275,181004,0.0263,104449,197615,34624,4729785,572763,340524,1,0.8983,0,30,viernes,0,0,0
OC-10326,2025-04-07,2025,4,Abril,Pyme,Alimentos San Damian,Huechuraba,Venta Directa,Felipe Morales,Marinados,Costillar a la Chilena 1kg,Costillar,Carnes del Valle,221.0,237.2,6954.28,1536896,0.0,0,0.0285,43757,1493138,1008050,112936,50263,0.0143,14441,44622,15432,1245743,307449,247395,1,0.9319,0,30,martes,0,0,0
OC-10327,2025-04-28,2025,4,Abril,Pyme,Comercial Santa Rosa,San Bernardo,Ruta Comercial,Nicolas Perez,Congelados,Baby Back Ribs 1kg,Costillar,Frigorifico Sur,125.9,130.4,6852.76,862763,0.0,0,0.0158,13660,849103,633460,39283,30690,0.0239,15122,28523,11933,759011,130548,90092,1,0.9657,0,0,miercoles,0,0,1
OC-10328,2025-04-04,2025,4,Abril,Retail,Retail Cordillera,Cerrillos,Mayorista Retail,Javiera Soto,Congelados,Baby Back Ribs 1kg,Costillar,Frigorifico Sur,462.2,480.3,6994.57,3232892,0.02,64658,0.0054,17243,3150990,2176855,206756,109270,0.0218,47542,125622,32545,2698590,610567,452400,1,0.9623,1,15,jueves,0,0,0
OC-10329,2025-04-18,2025,4,Abril,Retail,Cadena Vecina,Lo Prado,Mayorista Retail,Daniela Araya,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,521.5,580.9,6208.17,3237561,0.05,161878,0.0144,44178,3031505,2104034,222761,112108,0.0154,32373,170868,19225,2661369,560229,370136,1,0.8977,1,60,miercoles,0,0,0
OC-10330,2025-04-29,2025,4,Abril,Retail,Retail Cordillera,La Cisterna,Sala,Nicolas Perez,Granel HORECA/Pyme,Costillar Granel,Costillar,AgroCarnes Chile,417.4,439.7,4684.86,1955461,0.0,0,0.0206,40222,1915239,1513558,90746,37173,0.0104,15739,171182,33443,1861841,258022,53398,1,0.9492,0,15,martes,0,0,0
OC-10331,2025-04-17,2025,4,Abril,Pyme,Distribuciones Nueva Aurora,Providencia,Ruta Comercial,Camila Rojas,Marinados,Costillar a la Chilena 1kg,Costillar,Frigorifico Sur,42.8,46.0,6921.92,296258,0.0,0,0.0171,5054,291204,186229,17369,9173,0.0328,6109,21492,15910,256283,72324,34921,1,0.9311,0,15,jueves,0,0,0
OC-10332,2025-04-29,2025,4,Abril,Retail,Cadena Vecina,Santiago,Convenio,Javiera Soto,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Proteina Austral,278.5,301.7,5321.11,1481928,0.0,0,0.0083,12363,1469565,1059707,85051,45144,0.0356,37688,201599,39771,1468959,241976,606,1,0.923,0,15,lunes,0,0,1
OC-10333,2025-04-07,2025,4,Abril,Pyme,Comercial Santa Rosa,Recoleta,Ruta Comercial,Felipe Morales,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,AgroCarnes Chile,36.8,39.4,5184.57,190792,0.0,0,0.0085,1624,189169,137969,9509,2849,0.0326,4504,22802,8951,186584,34337,2584,1,0.933,0,7,miercoles,0,0,0
OC-10334,2025-04-14,2025,4,Abril,Pyme,Abastos Franklin,Huechuraba,Ruta Comercial,Felipe Morales,Congelados,Baby Back Ribs 1kg,Costillar,Carnes del Valle,78.6,84.0,7625.85,599392,0.0,0,0.0139,8331,591061,399902,23400,18120,0.0206,8257,41691,9640,501010,141382,90052,1,0.9356,0,0,viernes,0,1,0
OC-10335,2025-04-08,2025,4,Abril,Retail,Retail Cordillera,Penalolen,Mayorista Retail,Nicolas Perez,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Proteina Austral,760.4,829.4,6388.59,4857884,0.0,0,0.0009,4336,4853548,3429217,355854,159592,0.0153,52346,139516,34106,4170631,856538,682917,1,0.9168,0,7,miercoles,0,0,0
OC-10336,2025-04-13,2025,4,Abril,Retail,Retail Cordillera,Recoleta,Convenio,Camila Rojas,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,413.0,456.6,7213.37,2979122,0.0,0,0.012,35750,2943371,1982171,193051,100001,0.0076,14974,171758,31991,2493946,653174,449426,1,0.9044,0,30,viernes,0,0,0
OC-10337,2025-04-20,2025,4,Abril,Retail,Distribuidora Alameda,Cerrillos,Mayorista Retail,Nicolas Perez,Marinados,Costillar a la Chilena 1kg,Costillar,Proteina Austral,166.5,184.5,6557.88,1091886,0.0,0,0.0145,15811,1076075,761431,71589,34646,0.01,7587,160794,41255,1077303,200821,-1228,1,0.9023,0,7,martes,0,0,0
OC-10338,2025-04-23,2025,4,Abril,Retail,Retail Cordillera,Lo Prado,Convenio,Camila Rojas,Marinados,Costillar a la Chilena 1kg,Costillar,AgroCarnes Chile,769.1,794.8,6071.48,4669577,0.0,0,0.0145,67882,4601695,3160788,304983,173137,0.0149,47174,124828,34360,3845271,915612,756424,1,0.9676,0,45,viernes,0,0,0
OC-10339,2025-04-03,2025,4,Abril,Pyme,Emporio La Reina,Providencia,Ruta Comercial,Felipe Morales,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Carnes del Valle,188.7,195.9,4750.85,896486,0.0,0,0.0223,19973,876512,633182,49711,14672,0.016,10152,14620,6303,728640,168795,147872,1,0.9631,0,0,martes,0,0,0
OC-10340,2025-04-27,2025,4,Abril,Retail,Minimarket CentroSur,La Florida,Sala,Nicolas Perez,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,AgroCarnes Chile,939.2,996.6,6030.93,5664250,0.0,0,0.0225,127710,5536540,3990260,448427,190717,0.0195,77991,254962,18991,4981349,829144,555192,1,0.9424,0,60,lunes,0,0,0
OC-10341,2025-04-17,2025,4,Abril,Pyme,Emporio La Reina,Estacion Central,WhatsApp Comercial,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Carnes del Valle,233.3,257.8,5022.57,1171766,0.0,0,0.0228,26740,1145026,876934,61727,18925,0.0267,23431,41335,12344,1034695,164009,110331,1,0.905,0,15,martes,0,0,0
OC-10342,2025-04-18,2025,4,Abril,Retail,Retail Cordillera,La Cisterna,Mayorista Retail,Camila Rojas,Granel HORECA/Pyme,Costillar Granel,Costillar,,773.1,829.3,4767.56,3685801,0.05,184290,0.0212,74329,3427182,2799768,199311,63906,0.0267,74798,229056,39173,3406012,289399,21170,1,0.9322,1,15,miercoles,0,0,0
OC-10343,2025-04-14,2025,4,Abril,Retail,Cadena Vecina,Quilicura,Convenio,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,240.6,250.3,4665.92,1122620,0.0,0,0.0103,11608,1111012,899388,68846,18566,0.016,14360,172943,19437,1193539,109853,-82527,1,0.9611,0,30,viernes,0,0,1
OC-10344,2025-04-04,2025,4,Abril,Pyme,Carniceria Don Mateo,Lo Prado,Venta Directa,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,AgroCarnes Chile,113.4,125.5,5992.44,679543,0.05,33977,0.0235,15175,630391,453995,36330,21853,0.0074,3364,53027,14928,583496,114849,46895,1,0.9037,1,15,miercoles,1,0,0
OC-10345,2025-04-08,2025,4,Abril,Pyme,Fiambreria La 10,Estacion Central,WhatsApp Comercial,Javiera Soto,Marinados,Plateada a la Chilena 1kg,Plateada,Proteina Austral,225.7,235.1,7043.78,1589780,0.0,0,0.0556,88424,1501356,991673,59885,50394,0.0336,33332,61140,12145,1208568,366073,292789,1,0.9599,0,7,lunes,0,0,0
OC-10346,2025-04-28,2025,4,Abril,Retail,Distribuidora Alameda,Huechuraba,Mayorista Retail,Camila Rojas,Marinados,Plateada a la Chilena 1kg,Plateada,Frigorifico Sur,325.4,333.0,6438.41,2095059,0.0,0,0.0,0,2095059,1398334,130962,77098,0.0262,36690,107348,19681,1770113,451974,324945,1,0.9771,0,45,viernes,0,0,0
OC-10347,2025-04-02,2025,4,Abril,Retail,Supermercado Andino,Maipu,Convenio,Daniela Araya,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,AgroCarnes Chile,728.4,771.2,5454.89,3973341,0.0,0,0.0013,5074,3968266,2873535,197390,138709,0.0189,54226,161591,36013,3461463,704407,506803,1,0.9445,0,60,miercoles,0,0,0
OC-10348,2025-04-27,2025,4,Abril,Retail,Supermercado Andino,Pudahuel,Sala,Javiera Soto,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,599.0,663.7,6833.39,4093198,0.07,286524,0.0005,1838,3804836,2914506,273909,134681,0.0171,49811,151063,25284,3549255,431928,255581,1,0.9025,1,45,martes,0,1,0
OC-10349,2025-04-18,2025,4,Abril,Retail,Retail Cordillera,La Cisterna,Mayorista Retail,Javiera Soto,Granel HORECA/Pyme,Costillar Granel,Costillar,Proteina Austral,946.7,999.0,4919.97,4657736,0.02,93155,0.0208,94743,4469839,3336588,208858,80673,0.0297,98990,178241,22425,3925775,744729,544063,1,0.9477,1,45,jueves,0,1,0
OC-10350,2025-04-05,2025,4,Abril,Retail,Retail Cordillera,Cerrillos,Convenio,Javiera Soto,Marinados,Plateada a la Chilena 1kg,Plateada,Frigorifico Sur,736.4,742.3,6349.74,4675952,0.0,0,0.0205,96038,4579914,3416089,220499,166626,0.0255,87276,167042,19796,4077328,689425,502586,1,0.9921,0,15,jueves,0,0,0
OC-10351,2025-04-22,2025,4,Abril,Pyme,Emporio La Reina,Estacion Central,Ruta Comercial,Felipe Morales,Granel HORECA/Pyme,Costillar Granel,Costillar,Carnes del Valle,195.4,213.8,5015.58,980044,0.0,0,0.0181,17719,962325,768266,45342,17333,0.0092,7036,13841,9456,861274,124347,101051,1,0.9141,0,30,jueves,0,0,0
OC-10352,2025-04-16,2025,4,Abril,Pyme,Pyme Sabores del Barrio,San Bernardo,WhatsApp Comercial,Camila Rojas,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Frigorifico Sur,104.4,105.7,6254.31,652950,0.0,0,0.0252,16477,636473,432707,48982,21493,0.0169,7313,34380,16123,560998,125978,75475,1,0.9881,0,7,lunes,1,0,0
OC-10353,2025-04-20,2025,4,Abril,Pyme,Carniceria Don Mateo,Estacion Central,Venta Directa,Javiera Soto,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Carnes del Valle,270.7,286.8,5601.38,1516294,0.0,0,0.0157,23794,1492500,938531,102922,47965,0.0236,22151,56181,10157,1177907,380931,314593,1,0.9438,0,30,miercoles,0,0,0
OC-10354,2025-04-03,2025,4,Abril,Pyme,Distribuciones Nueva Aurora,San Bernardo,Venta Directa,Camila Rojas,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,AgroCarnes Chile,199.2,216.2,5663.9,1128250,0.0,0,0.0227,25594,1102656,713656,99952,34548,0.0195,13904,18976,12964,893999,240596,208656,1,0.9216,0,15,jueves,0,0,0
OC-10355,2025-04-01,2025,4,Abril,Pyme,Pyme Sabores del Barrio,Estacion Central,Ruta Comercial,Camila Rojas,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Frigorifico Sur,64.8,67.7,5401.96,350047,0.1,35005,0.0073,2309,312734,259045,23888,12043,0.0061,1569,52274,8184,357003,16188,-44270,1,0.9572,1,15,viernes,0,0,0
OC-10356,2025-04-25,2025,4,Abril,Retail,Retail Cordillera,Recoleta,Convenio,Felipe Morales,Granel HORECA/Pyme,Costillar Granel,Costillar,Proteina Austral,329.2,361.5,4974.68,1637665,0.0,0,0.0153,25059,1612606,1290142,101022,27052,0.0058,7504,206665,20271,1652656,186886,-40049,1,0.9107,0,45,martes,0,0,0
OC-10357,2025-04-16,2025,4,Abril,Retail,Retail Cordillera,Recoleta,Convenio,Nicolas Perez,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Proteina Austral,349.8,381.3,4989.09,1745184,0.0,0,0.0197,34443,1710741,1294206,98194,60514,0.0172,22314,93325,22503,1591056,235513,119686,1,0.9175,0,15,martes,0,0,0
OC-10358,2025-04-06,2025,4,Abril,Retail,Supermercado Andino,Pudahuel,Sala,Camila Rojas,Marinados,Plateada a la Chilena 1kg,Plateada,Frigorifico Sur,447.6,480.9,6597.73,2953146,0.0,0,0.0149,43922,2909224,1965171,161516,96955,0.0214,42074,196865,29824,2492406,643507,416818,1,0.9307,0,15,jueves,0,0,0
OC-10359,2025-04-24,2025,4,Abril,Pyme,Distribuciones Nueva Aurora,Lo Prado,Venta Directa,Nicolas Perez,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Frigorifico Sur,213.0,235.0,5913.76,1259631,0.0,0,0.0445,56102,1203529,907412,107100,40108,0.0305,27660,51137,8939,1142357,121247,61171,0,0.9063,0,7,jueves,0,0,0
OC-10360,2025-04-23,2025,4,Abril,Retail,Cadena Vecina,Maipu,Mayorista Retail,Javiera Soto,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Proteina Austral,406.1,411.6,5308.27,2155688,0.05,107784,0.0104,21336,2026567,1523647,115414,69918,0.0214,32631,139178,19982,1900769,284958,125798,1,0.9866,1,7,martes,0,0,0
OC-10361,2025-04-29,2025,4,Abril,Pyme,Comercial Santa Rosa,Recoleta,Ruta Comercial,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Carnes del Valle,226.0,241.2,6175.67,1395702,0.02,27914,0.0151,20601,1347187,908088,86332,41113,0.0321,29163,17714,7811,1090221,282491,256966,1,0.9369,1,0,lunes,0,0,0
OC-10362,2025-05-18,2025,5,Mayo,Pyme,Comercial Santa Rosa,Puente Alto,Ruta Comercial,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Carnes del Valle,141.8,143.8,4907.21,695842,0.0,0,0.0229,15903,679940,511691,44602,11626,0.0131,6687,50859,7592,633056,105334,46884,1,0.9864,0,7,martes,0,0,0
